Total Discharges,DRG Definition,Average Total Payments
121,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,9973.62
121,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,55559.55
121,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,30243.27
121,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,21369.09
121,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,32413.25
121,194 - SIMPLE PNEUMONIA & PLEURISY W CC,34195.479999999996
121,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,21827.8
121,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,159863.85
121,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11849.78
121,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",20803.04
121,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",44123.19
121,291 - HEART FAILURE & SHOCK W MCC,125836.71
121,292 - HEART FAILURE & SHOCK W CC,91662.21
121,293 - HEART FAILURE & SHOCK W/O CC/MCC,5319.95
121,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,20599.260000000002
121,312 - SYNCOPE & COLLAPSE,17059.51
121,313 - CHEST PAIN,24242.629999999997
121,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,33153.96
121,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,63402.96
121,378 - G.I. HEMORRHAGE W CC,45730.67
121,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",27329.75
121,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,28943.09
121,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,122685.69
121,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12705.28
121,603 - CELLULITIS W/O MCC,16126.779999999999
121,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",35047.67
121,682 - RENAL FAILURE W MCC,35112.25
121,683 - RENAL FAILURE W CC,32903.24
121,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,90257.43
121,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8142.79
121,812 - RED BLOOD CELL DISORDERS W/O MCC,21612.93
121,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,107684.16
121,885 - PSYCHOSES,9408.0
122,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,64290.7
122,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,32864.770000000004
122,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,4852.59
122,101 - SEIZURES W/O MCC,14393.32
122,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,23099.96
122,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,40211.89
122,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,21846.25
122,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,21962.83
122,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,4352.57
122,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,28621.67
122,194 - SIMPLE PNEUMONIA & PLEURISY W CC,35749.86
122,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,28984.68
122,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,17021.27
122,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,28798.08
122,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,16858.9
122,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",26904.09
122,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",40410.05
122,291 - HEART FAILURE & SHOCK W MCC,77264.54
122,292 - HEART FAILURE & SHOCK W CC,52632.3
122,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,7467.32
122,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10375.509999999998
122,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,4017.92
122,312 - SYNCOPE & COLLAPSE,25930.03
122,313 - CHEST PAIN,23020.55
122,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,17490.39
122,378 - G.I. HEMORRHAGE W CC,25416.02
122,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",12270.05
122,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",67715.92
122,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,96727.61
122,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,87363.31
122,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12437.59
122,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,6050.96
122,603 - CELLULITIS W/O MCC,10531.76
122,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8198.45
122,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",29040.81
122,682 - RENAL FAILURE W MCC,45862.91
122,683 - RENAL FAILURE W CC,25003.35
122,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,14480.130000000001
122,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,73083.99
122,812 - RED BLOOD CELL DISORDERS W/O MCC,18210.88
122,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,90067.98000000001
122,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,13051.810000000001
122,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,8776.77
122,948 - SIGNS & SYMPTOMS W/O MCC,6876.44
123,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,15144.34
123,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,23457.38
123,069 - TRANSIENT ISCHEMIA,4757.46
123,101 - SEIZURES W/O MCC,7075.72
123,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,14418.82
123,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,48218.84
123,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,45410.59
123,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,8191.45
123,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,22249.309999999998
123,194 - SIMPLE PNEUMONIA & PLEURISY W CC,33528.399999999994
123,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5497.43
123,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,38146.31
123,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,22654.1
123,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,92197.79
123,252 - OTHER VASCULAR PROCEDURES W MCC,22680.66
123,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",21497.23
123,291 - HEART FAILURE & SHOCK W MCC,117300.66
123,292 - HEART FAILURE & SHOCK W CC,38240.83
123,293 - HEART FAILURE & SHOCK W/O CC/MCC,11932.68
123,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8230.4
123,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,6502.37
123,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,29529.89
123,312 - SYNCOPE & COLLAPSE,14009.96
123,313 - CHEST PAIN,13001.02
123,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12428.49
123,377 - G.I. HEMORRHAGE W MCC,22182.83
123,378 - G.I. HEMORRHAGE W CC,23375.66
123,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",61483.53
123,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,11575.94
123,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,51950.91
123,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,64848.01
123,552 - MEDICAL BACK PROBLEMS W/O MCC,11534.96
123,603 - CELLULITIS W/O MCC,54080.79
123,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",36403.18
123,682 - RENAL FAILURE W MCC,20382.76
123,683 - RENAL FAILURE W CC,36876.62
123,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,19654.4
123,812 - RED BLOOD CELL DISORDERS W/O MCC,5436.7
123,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,46194.57
123,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,151374.75
123,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,36574.61
124,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,31507.7
124,069 - TRANSIENT ISCHEMIA,4094.71
124,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,45704.43
124,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,60634.02
124,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,53835.46
124,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,4566.63
124,194 - SIMPLE PNEUMONIA & PLEURISY W CC,37974.78
124,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,29949.27
124,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,115426.53
124,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",20580.17
124,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",12656.61
124,291 - HEART FAILURE & SHOCK W MCC,59019.91
124,292 - HEART FAILURE & SHOCK W CC,44898.44
124,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,28768.160000000003
124,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,7888.360000000001
124,312 - SYNCOPE & COLLAPSE,24217.32
124,313 - CHEST PAIN,5113.64
124,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,14426.72
124,378 - G.I. HEMORRHAGE W CC,39182.78
124,389 - G.I. OBSTRUCTION W CC,5501.83
124,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",9011.89
124,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",40886.73
124,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,7449.88
124,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,30414.37
124,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,98771.67
124,603 - CELLULITIS W/O MCC,7048.58
124,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",13027.28
124,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",4529.64
124,682 - RENAL FAILURE W MCC,30314.239999999998
124,683 - RENAL FAILURE W CC,42674.93
124,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,18689.6
124,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,39795.19
124,812 - RED BLOOD CELL DISORDERS W/O MCC,16362.39
124,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,193591.09
124,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,15216.710000000001
124,885 - PSYCHOSES,10474.35
124,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,6673.7
125,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,18026.04
125,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,12091.3
125,069 - TRANSIENT ISCHEMIA,4308.83
125,101 - SEIZURES W/O MCC,6890.36
125,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,13673.99
125,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,16758.100000000002
125,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,39343.73
125,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,25555.629999999997
125,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,24358.65
125,194 - SIMPLE PNEUMONIA & PLEURISY W CC,58828.94
125,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,21855.88
125,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,51491.880000000005
125,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",10938.67
125,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",30988.800000000003
125,291 - HEART FAILURE & SHOCK W MCC,45037.2
125,292 - HEART FAILURE & SHOCK W CC,50491.55
125,293 - HEART FAILURE & SHOCK W/O CC/MCC,12378.810000000001
125,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,23189.769999999997
125,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,14488.49
125,312 - SYNCOPE & COLLAPSE,34143.979999999996
125,313 - CHEST PAIN,18153.35
125,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,14512.83
125,378 - G.I. HEMORRHAGE W CC,46321.58
125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",49139.33
125,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,102761.75
125,473 - CERVICAL SPINAL FUSION W/O CC/MCC,13025.73
125,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11153.76
125,552 - MEDICAL BACK PROBLEMS W/O MCC,7403.65
125,603 - CELLULITIS W/O MCC,19263.56
125,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",16258.3
125,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",22421.82
125,682 - RENAL FAILURE W MCC,24321.620000000003
125,683 - RENAL FAILURE W CC,60992.43
125,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,23959.93
125,812 - RED BLOOD CELL DISORDERS W/O MCC,6556.26
125,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,102590.28
125,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,24208.309999999998
125,885 - PSYCHOSES,4927.9
126,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,42550.55
126,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,15406.68
126,069 - TRANSIENT ISCHEMIA,9532.810000000001
126,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,7344.01
126,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,21411.36
126,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,21468.15
126,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,12381.0
126,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,16777.97
126,194 - SIMPLE PNEUMONIA & PLEURISY W CC,53998.85
126,202 - BRONCHITIS & ASTHMA W CC/MCC,6456.61
126,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18664.45
126,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,19232.47
126,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,38938.06
126,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",17268.81
126,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",41155.729999999996
126,291 - HEART FAILURE & SHOCK W MCC,62548.13
126,292 - HEART FAILURE & SHOCK W CC,52600.48
126,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,7330.11
126,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,18165.91
126,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,3430.1
126,312 - SYNCOPE & COLLAPSE,25553.5
126,313 - CHEST PAIN,18315.37
126,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,7337.66
126,378 - G.I. HEMORRHAGE W CC,33613.61
126,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",52109.94
126,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,83077.37
126,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,138177.29
126,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,13664.98
126,603 - CELLULITIS W/O MCC,29062.7
126,638 - DIABETES W CC,9627.32
126,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",21334.010000000002
126,682 - RENAL FAILURE W MCC,20385.22
126,683 - RENAL FAILURE W CC,36801.5
126,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,15612.0
126,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5300.99
126,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,10744.5
126,812 - RED BLOOD CELL DISORDERS W/O MCC,9665.7
126,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,87611.55
126,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,31921.11
126,885 - PSYCHOSES,22177.28
126,948 - SIGNS & SYMPTOMS W/O MCC,5611.55
127,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,13753.11
127,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,17161.55
127,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,6467.39
127,069 - TRANSIENT ISCHEMIA,5177.28
127,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,9417.91
127,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,6944.91
127,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,29630.21
127,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,41679.7
127,194 - SIMPLE PNEUMONIA & PLEURISY W CC,28367.17
127,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,8755.42
127,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,113829.94
127,252 - OTHER VASCULAR PROCEDURES W MCC,19370.4
127,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",12656.21
127,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",43608.49
127,291 - HEART FAILURE & SHOCK W MCC,88691.95999999999
127,292 - HEART FAILURE & SHOCK W CC,43788.21
127,293 - HEART FAILURE & SHOCK W/O CC/MCC,4176.41
127,305 - HYPERTENSION W/O MCC,7086.22
127,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,15189.150000000001
127,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,18144.23
127,312 - SYNCOPE & COLLAPSE,22075.690000000002
127,313 - CHEST PAIN,14368.09
127,378 - G.I. HEMORRHAGE W CC,20916.39
127,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",14889.33
127,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,56925.28999999999
127,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,75683.49
127,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,12050.09
127,552 - MEDICAL BACK PROBLEMS W/O MCC,5188.43
127,603 - CELLULITIS W/O MCC,47124.16
127,638 - DIABETES W CC,10090.63
127,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",7578.22
127,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",24681.28
127,682 - RENAL FAILURE W MCC,48955.32
127,683 - RENAL FAILURE W CC,57622.94
127,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,7349.72
127,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,17635.45
127,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,10247.18
127,812 - RED BLOOD CELL DISORDERS W/O MCC,13793.439999999999
127,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,54407.78
127,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,21573.61
127,885 - PSYCHOSES,22985.68
128,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,27484.18
128,069 - TRANSIENT ISCHEMIA,14605.18
128,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,16905.7
128,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,52358.17
128,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,41655.77
128,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,9463.630000000001
128,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,18461.41
128,194 - SIMPLE PNEUMONIA & PLEURISY W CC,51111.32
128,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,22430.14
128,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,72836.62
128,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,14775.99
128,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,9847.82
128,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",25032.760000000002
128,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",27356.940000000002
128,291 - HEART FAILURE & SHOCK W MCC,67944.69
128,292 - HEART FAILURE & SHOCK W CC,71649.56
128,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,23097.08
128,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,15207.14
128,312 - SYNCOPE & COLLAPSE,24244.32
128,313 - CHEST PAIN,8495.130000000001
128,378 - G.I. HEMORRHAGE W CC,22215.78
128,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",26791.379999999997
128,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,122930.34
128,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,59259.97
128,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11674.12
128,603 - CELLULITIS W/O MCC,14506.150000000001
128,638 - DIABETES W CC,6096.33
128,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",29571.53
128,682 - RENAL FAILURE W MCC,55352.159999999996
128,683 - RENAL FAILURE W CC,23618.0
128,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,30911.55
128,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,22180.760000000002
128,812 - RED BLOOD CELL DISORDERS W/O MCC,4823.67
128,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,40395.85
128,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,6081.98
128,885 - PSYCHOSES,24742.66
128,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4990.59
129,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,17509.15
129,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,9922.38
129,149 - DYSEQUILIBRIUM,4726.16
129,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,20288.73
129,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,25783.39
129,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,30244.230000000003
129,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10676.36
129,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9017.48
129,194 - SIMPLE PNEUMONIA & PLEURISY W CC,37638.94
129,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,50944.46
129,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,18026.69
129,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,16911.38
129,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,8723.42
129,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",24203.47
129,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",36708.75
129,291 - HEART FAILURE & SHOCK W MCC,65805.01
129,292 - HEART FAILURE & SHOCK W CC,69990.37
129,293 - HEART FAILURE & SHOCK W/O CC/MCC,12526.869999999999
129,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,10632.310000000001
129,312 - SYNCOPE & COLLAPSE,20489.93
129,313 - CHEST PAIN,22302.510000000002
129,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,30716.190000000002
129,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,39623.06
129,378 - G.I. HEMORRHAGE W CC,36206.26
129,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",31787.22
129,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,24430.97
129,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,118303.9
129,603 - CELLULITIS W/O MCC,22942.57
129,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",20426.88
129,682 - RENAL FAILURE W MCC,21954.36
129,683 - RENAL FAILURE W CC,60045.17
129,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,7373.45
129,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,21235.11
129,812 - RED BLOOD CELL DISORDERS W/O MCC,10651.51
129,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,97230.73000000001
129,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8313.17
13,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,350470.12
13,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,520819.52
13,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1003421.65
13,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,631813.9299999999
